comp_id,market,address,sale_date,sale_price,bedrooms,bathrooms,square_feet,unit_count,cap_rate,price_per_unit,distance_miles,condition_score,source,confidence,notes
SC-0132,"Jacksonville, FL",331 Fixture Sale Ave,2025-12-15,180200.0,2,1.5,930,1,0.0882,180200.0,9.58,6.2,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0133,"San Antonio, TX",332 Fixture Sale Ave,2026-01-15,519800.0,2,6,2686,2,0.0874,259900.0,9.21,9.1,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0134,"Raleigh, NC",333 Fixture Sale Ave,2020-02-15,565600.0,8,6.0,4540,4,0.0704,141400.0,3.78,4.2,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0135,"Cleveland, OH",334 Fixture Sale Ave,2021-03-15,215600.0,2,1.5,945,1,0.0611,215600.0,7.34,6.3,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0136,"Phoenix, AZ",335 Fixture Sale Ave,2022-04-15,1341100.0,12,12,8216,4,0.0644,335275.0,4.85,7.0,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0137,"Tampa, FL",336 Fixture Sale Ave,2023-05-15,507400.0,12,10.0,3252,4,0.075,126850.0,2.28,7.9,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0138,"Kansas City, MO",337 Fixture Sale Ave,2024-06-15,1246100.0,6,2,4784,2,0.0607,623050.0,7.51,8.0,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0139,"Columbus, OH",338 Fixture Sale Ave,2025-07-15,1577400.0,12,4,7920,4,0.0834,394350.0,5.2,4.6,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0140,"Charlotte, NC",339 Fixture Sale Ave,2026-08-15,1965500.0,16,8,9284,4,0.0781,491375.0,5.71,9.0,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0141,"Atlanta, GA",340 Fixture Sale Ave,2020-09-15,366800.0,8,6.0,3004,4,0.066,91700.0,3.22,5.0,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0142,"Indianapolis, IN",341 Fixture Sale Ave,2021-10-15,891800.0,4,2,5624,2,0.0454,445900.0,1.68,9.3,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0143,"Dallas, TX",342 Fixture Sale Ave,2022-11-15,308300.0,4,3,1787,1,0.0748,308300.0,8.41,5.1,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0144,"Jacksonville, FL",343 Fixture Sale Ave,2023-12-15,489800.0,1,2,2685,1,0.0483,489800.0,1.52,6.4,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0145,"San Antonio, TX",344 Fixture Sale Ave,2024-01-15,323400.0,1,1.5,2632,1,0.0821,323400.0,1.64,7.2,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0146,"Raleigh, NC",345 Fixture Sale Ave,2025-02-15,268300.0,2,2,1520,1,0.0869,268300.0,6.74,7.3,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0147,"Cleveland, OH",346 Fixture Sale Ave,2026-03-15,216500.0,6,6,1668,2,0.0635,108250.0,1.42,5.4,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0148,"Phoenix, AZ",347 Fixture Sale Ave,2020-04-15,3156700.0,8,12,12492,4,0.0476,789175.0,5.5,7.0,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0149,"Tampa, FL",348 Fixture Sale Ave,2021-05-15,1006600.0,2,2,5486,2,0.0897,503300.0,4.44,4.9,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0150,"Kansas City, MO",349 Fixture Sale Ave,2022-06-15,1652400.0,12,12,9224,4,0.0554,413100.0,9.3,8.5,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0151,"Columbus, OH",350 Fixture Sale Ave,2023-07-15,2371200.0,32,24,15728,8,0.0525,296400.0,6.85,6.0,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0152,"Charlotte, NC",351 Fixture Sale Ave,2024-08-15,2805900.0,16,16,16312,8,0.082,350737.5,4.33,7.1,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0153,"Atlanta, GA",352 Fixture Sale Ave,2025-09-15,1906200.0,8,6.0,9028,4,0.0829,476550.0,7.8,5.8,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0154,"Indianapolis, IN",353 Fixture Sale Ave,2026-10-15,422700.0,3,2.5,2698,1,0.0883,422700.0,8.22,7.3,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0155,"Dallas, TX",354 Fixture Sale Ave,2020-11-15,351400.0,2,1.5,1807,1,0.0569,351400.0,2.59,8.8,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0156,"Jacksonville, FL",355 Fixture Sale Ave,2021-12-15,555600.0,4,8,4524,4,0.0732,138900.0,7.46,4.5,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0157,"San Antonio, TX",356 Fixture Sale Ave,2022-01-15,2043200.0,16,12,11208,4,0.0777,510800.0,9.56,9.2,synthetic_fixture,0.78,Synthetic sale comp for v5 UI and validation workflows.
SC-0158,"Raleigh, NC",357 Fixture Sale Ave,2023-02-15,508000.0,3,1,1813,1,0.0804,508000.0,6.83,8.4,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0159,"Cleveland, OH",358 Fixture Sale Ave,2024-03-15,2247700.0,32,24,17400,8,0.0782,280962.5,4.23,4.5,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0160,"Phoenix, AZ",359 Fixture Sale Ave,2025-04-15,463000.0,4,3.0,1784,2,0.0858,231500.0,5.49,7.0,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0161,"Tampa, FL",360 Fixture Sale Ave,2026-05-15,1900700.0,32,24,11840,8,0.0482,237587.5,1.44,8.6,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0162,"Kansas City, MO",361 Fixture Sale Ave,2020-06-15,2367300.0,8,12,10888,4,0.0709,591825.0,0.12,8.3,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0163,"Columbus, OH",362 Fixture Sale Ave,2021-07-15,104100.0,2,1,813,1,0.0686,104100.0,3.73,4.2,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0164,"Charlotte, NC",363 Fixture Sale Ave,2022-08-15,405600.0,2,1.5,3075,1,0.0484,405600.0,2.03,8.5,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0165,"Atlanta, GA",364 Fixture Sale Ave,2023-09-15,159900.0,1,3,972,1,0.071,159900.0,0.89,6.7,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0166,"Indianapolis, IN",365 Fixture Sale Ave,2024-10-15,637300.0,4,2.5,2949,1,0.0538,637300.0,8.35,5.0,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0167,"Dallas, TX",366 Fixture Sale Ave,2025-11-15,224100.0,4,2.5,1703,1,0.0749,224100.0,4.05,7.2,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0168,"Jacksonville, FL",367 Fixture Sale Ave,2026-12-15,168000.0,1,2.5,723,1,0.0627,168000.0,3.49,9.3,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0169,"San Antonio, TX",368 Fixture Sale Ave,2020-01-15,494100.0,2,2,1904,1,0.0916,494100.0,7.86,6.8,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0170,"Raleigh, NC",369 Fixture Sale Ave,2021-02-15,601500.0,3,2,2226,1,0.0788,601500.0,3.11,7.4,synthetic_fixture,0.59,Synthetic sale comp for v5 UI and validation workflows.
SC-0171,"Cleveland, OH",370 Fixture Sale Ave,2022-03-15,568300.0,2,2.5,2962,1,0.0516,568300.0,9.68,9.0,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0172,"Phoenix, AZ",371 Fixture Sale Ave,2023-04-15,196600.0,1,3,890,1,0.0889,196600.0,2.1,7.4,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0173,"Tampa, FL",372 Fixture Sale Ave,2024-05-15,368500.0,2,1,1432,1,0.0629,368500.0,6.84,4.1,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0174,"Kansas City, MO",373 Fixture Sale Ave,2025-06-15,228600.0,1,3,1428,1,0.056,228600.0,6.86,8.1,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0175,"Columbus, OH",374 Fixture Sale Ave,2026-07-15,1293700.0,8,4,9096,4,0.0866,323425.0,0.97,4.6,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0176,"Charlotte, NC",375 Fixture Sale Ave,2020-08-15,4038500.0,16,24,16944,8,0.0899,504812.5,7.48,4.9,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0177,"Atlanta, GA",376 Fixture Sale Ave,2021-09-15,270300.0,1,2.5,1115,1,0.066,270300.0,1.2,8.4,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0178,"Indianapolis, IN",377 Fixture Sale Ave,2022-10-15,2144600.0,8,12,11596,4,0.0453,536150.0,3.27,5.8,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0179,"Dallas, TX",378 Fixture Sale Ave,2023-11-15,525100.0,4,2,2786,2,0.053,262550.0,0.5,7.2,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0180,"Jacksonville, FL",379 Fixture Sale Ave,2024-12-15,695900.0,2,4,3108,2,0.0894,347950.0,0.22,8.4,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0181,"San Antonio, TX",380 Fixture Sale Ave,2025-01-15,3664700.0,8,16,14808,8,0.0463,458087.5,3.29,5.8,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0182,"Raleigh, NC",381 Fixture Sale Ave,2026-02-15,2297000.0,24,20.0,16080,8,0.0887,287125.0,4.52,5.3,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0183,"Cleveland, OH",382 Fixture Sale Ave,2020-03-15,953900.0,8,2,4972,2,0.0795,476950.0,5.64,8.0,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0184,"Phoenix, AZ",383 Fixture Sale Ave,2021-04-15,1489500.0,12,4,9232,4,0.061,372375.0,5.15,5.8,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0185,"Tampa, FL",384 Fixture Sale Ave,2022-05-15,208400.0,2,2.5,1044,1,0.0528,208400.0,6.45,9.4,synthetic_fixture,0.64,Synthetic sale comp for v5 UI and validation workflows.
SC-0186,"Kansas City, MO",385 Fixture Sale Ave,2023-06-15,432600.0,1,1,2946,1,0.0848,432600.0,5.52,5.3,synthetic_fixture,0.55,Synthetic sale comp for v5 UI and validation workflows.
SC-0187,"Columbus, OH",386 Fixture Sale Ave,2024-07-15,259200.0,1,1.5,1068,1,0.057,259200.0,4.33,5.1,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0188,"Charlotte, NC",387 Fixture Sale Ave,2025-08-15,265100.0,1,2,998,1,0.0464,265100.0,3.1,6.2,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0189,"Atlanta, GA",388 Fixture Sale Ave,2026-09-15,1894300.0,16,4,7272,4,0.0788,473575.0,4.66,7.7,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0190,"Indianapolis, IN",389 Fixture Sale Ave,2020-10-15,1057200.0,8,3.0,5002,2,0.0746,528600.0,0.99,8.9,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0191,"Dallas, TX",390 Fixture Sale Ave,2021-11-15,355100.0,2,4,1858,2,0.0748,177550.0,5.48,4.4,synthetic_fixture,0.64,Synthetic sale comp for v5 UI and validation workflows.
SC-0192,"Jacksonville, FL",391 Fixture Sale Ave,2022-12-15,2034600.0,8,8,9544,8,0.0918,254325.0,9.49,5.5,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0193,"San Antonio, TX",392 Fixture Sale Ave,2023-01-15,2750000.0,16,10.0,10988,4,0.0656,687500.0,9.03,7.2,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0194,"Raleigh, NC",393 Fixture Sale Ave,2024-02-15,1101500.0,2,2,6024,2,0.0677,550750.0,5.73,8.3,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0195,"Cleveland, OH",394 Fixture Sale Ave,2025-03-15,525400.0,8,5.0,4112,2,0.0806,262700.0,0.5,8.9,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0196,"Phoenix, AZ",395 Fixture Sale Ave,2026-04-15,905000.0,24,12.0,5736,8,0.0594,113125.0,5.1,4.9,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0197,"Tampa, FL",396 Fixture Sale Ave,2020-05-15,528600.0,2,1,2021,1,0.074,528600.0,3.6,7.2,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0198,"Kansas City, MO",397 Fixture Sale Ave,2021-06-15,2932500.0,32,12.0,14368,8,0.062,366562.5,5.07,5.0,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0199,"Columbus, OH",398 Fixture Sale Ave,2022-07-15,841900.0,2,1.5,3189,1,0.0745,841900.0,3.46,6.6,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0200,"Charlotte, NC",399 Fixture Sale Ave,2023-08-15,320400.0,3,1,1369,1,0.087,320400.0,6.16,7.2,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0201,"Atlanta, GA",400 Fixture Sale Ave,2024-09-15,1418100.0,12,10.0,6000,4,0.0585,354525.0,2.93,4.7,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0202,"Indianapolis, IN",401 Fixture Sale Ave,2025-10-15,3686400.0,32,16,23856,8,0.0512,460800.0,2.47,4.4,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0203,"Dallas, TX",402 Fixture Sale Ave,2026-11-15,1882300.0,8,10.0,10236,4,0.0567,470575.0,9.74,8.8,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0204,"Jacksonville, FL",403 Fixture Sale Ave,2020-12-15,391100.0,4,2,1424,2,0.085,195550.0,4.17,5.1,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0205,"San Antonio, TX",404 Fixture Sale Ave,2021-01-15,187700.0,2,1,1177,1,0.0626,187700.0,6.93,5.4,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0206,"Raleigh, NC",405 Fixture Sale Ave,2022-02-15,798800.0,8,3.0,2850,2,0.0639,399400.0,8.02,6.9,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0207,"Cleveland, OH",406 Fixture Sale Ave,2023-03-15,265100.0,1,2,1498,1,0.058,265100.0,3.7,8.4,synthetic_fixture,0.59,Synthetic sale comp for v5 UI and validation workflows.
SC-0208,"Phoenix, AZ",407 Fixture Sale Ave,2024-04-15,493800.0,6,3.0,3066,2,0.049,246900.0,1.14,5.9,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0209,"Tampa, FL",408 Fixture Sale Ave,2025-05-15,1077600.0,6,5.0,3800,2,0.0752,538800.0,1.75,8.5,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0210,"Kansas City, MO",409 Fixture Sale Ave,2026-06-15,2241300.0,24,20.0,15400,8,0.0562,280162.5,1.19,6.0,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0211,"Columbus, OH",410 Fixture Sale Ave,2020-07-15,338500.0,4,2,1203,1,0.0804,338500.0,6.45,5.0,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0212,"Charlotte, NC",411 Fixture Sale Ave,2021-08-15,1092400.0,16,6.0,7520,4,0.0569,273100.0,7.31,5.8,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0213,"Atlanta, GA",412 Fixture Sale Ave,2022-09-15,6068800.0,24,24,22904,8,0.0832,758600.0,3.67,8.7,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0214,"Indianapolis, IN",413 Fixture Sale Ave,2023-10-15,378700.0,2,6,2376,2,0.0554,189350.0,2.85,8.9,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0215,"Dallas, TX",414 Fixture Sale Ave,2024-11-15,155300.0,4,3,899,1,0.0531,155300.0,3.31,5.1,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0216,"Jacksonville, FL",415 Fixture Sale Ave,2025-12-15,1194100.0,32,16,8600,8,0.0875,149262.5,2.46,6.6,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0217,"San Antonio, TX",416 Fixture Sale Ave,2026-01-15,929700.0,4,4,5552,4,0.0883,232425.0,6.36,4.1,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0218,"Raleigh, NC",417 Fixture Sale Ave,2020-02-15,2466900.0,8,20.0,18352,8,0.083,308362.5,5.99,6.3,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0219,"Cleveland, OH",418 Fixture Sale Ave,2021-03-15,843700.0,4,2,6372,2,0.0694,421850.0,4.96,9.3,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0220,"Phoenix, AZ",419 Fixture Sale Ave,2022-04-15,971800.0,4,8,8340,4,0.0656,242950.0,3.56,4.0,synthetic_fixture,0.59,Synthetic sale comp for v5 UI and validation workflows.
SC-0221,"Tampa, FL",420 Fixture Sale Ave,2023-05-15,231200.0,2,1,2004,1,0.0645,231200.0,0.12,5.4,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0222,"Kansas City, MO",421 Fixture Sale Ave,2024-06-15,1155000.0,16,12,5504,4,0.0902,288750.0,6.42,4.6,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0223,"Columbus, OH",422 Fixture Sale Ave,2025-07-15,4897600.0,24,24,18408,8,0.0708,612200.0,1.5,4.2,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0224,"Charlotte, NC",423 Fixture Sale Ave,2026-08-15,1988300.0,16,12,9036,4,0.0861,497075.0,1.72,9.1,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0225,"Atlanta, GA",424 Fixture Sale Ave,2020-09-15,339900.0,6,3.0,2094,2,0.0571,169950.0,0.24,6.6,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0226,"Indianapolis, IN",425 Fixture Sale Ave,2021-10-15,401800.0,4,1,1710,1,0.0788,401800.0,3.6,6.0,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0227,"Dallas, TX",426 Fixture Sale Ave,2022-11-15,1484900.0,6,5.0,6306,2,0.0908,742450.0,6.63,7.8,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0228,"Jacksonville, FL",427 Fixture Sale Ave,2023-12-15,2562700.0,8,4,12772,4,0.061,640675.0,5.04,7.2,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0229,"San Antonio, TX",428 Fixture Sale Ave,2024-01-15,5992100.0,16,20.0,23112,8,0.0658,749012.5,0.26,5.7,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0230,"Raleigh, NC",429 Fixture Sale Ave,2025-02-15,474800.0,3,3,2211,1,0.0499,474800.0,0.14,5.5,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0231,"Cleveland, OH",430 Fixture Sale Ave,2026-03-15,2084600.0,24,20.0,7424,8,0.0799,260575.0,8.76,6.9,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0232,"Phoenix, AZ",431 Fixture Sale Ave,2020-04-15,1700300.0,4,12,9076,4,0.0647,425075.0,3.64,7.7,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0233,"Tampa, FL",432 Fixture Sale Ave,2021-05-15,829000.0,12,4,3080,4,0.0825,207250.0,0.96,4.5,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0234,"Kansas City, MO",433 Fixture Sale Ave,2022-06-15,1253600.0,16,8,5504,4,0.0844,313400.0,2.93,4.6,synthetic_fixture,0.56,Synthetic sale comp for v5 UI and validation workflows.
SC-0235,"Columbus, OH",434 Fixture Sale Ave,2023-07-15,318900.0,3,1,1836,1,0.0686,318900.0,9.83,7.3,synthetic_fixture,0.64,Synthetic sale comp for v5 UI and validation workflows.
SC-0236,"Charlotte, NC",435 Fixture Sale Ave,2024-08-15,1389700.0,8,8,8916,4,0.0751,347425.0,4.76,6.5,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0237,"Atlanta, GA",436 Fixture Sale Ave,2025-09-15,1997000.0,32,20.0,16440,8,0.0883,249625.0,9.27,8.3,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0238,"Indianapolis, IN",437 Fixture Sale Ave,2026-10-15,709700.0,3,3,2690,1,0.0832,709700.0,8.01,5.9,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0239,"Dallas, TX",438 Fixture Sale Ave,2020-11-15,262500.0,2,2,2052,1,0.0891,262500.0,7.47,8.6,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0240,"Jacksonville, FL",439 Fixture Sale Ave,2021-12-15,939000.0,32,16,7280,8,0.0813,117375.0,8.54,8.7,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0241,"San Antonio, TX",440 Fixture Sale Ave,2022-01-15,383600.0,4,2,1821,1,0.0862,383600.0,2.17,7.4,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0242,"Raleigh, NC",441 Fixture Sale Ave,2023-02-15,5291400.0,16,8,24072,8,0.0835,661425.0,6.68,5.9,synthetic_fixture,0.56,Synthetic sale comp for v5 UI and validation workflows.
SC-0243,"Cleveland, OH",442 Fixture Sale Ave,2024-03-15,197800.0,1,2,941,1,0.0718,197800.0,0.91,4.7,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0244,"Phoenix, AZ",443 Fixture Sale Ave,2025-04-15,3133400.0,24,12.0,16080,8,0.0843,391675.0,5.48,4.4,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0245,"Tampa, FL",444 Fixture Sale Ave,2026-05-15,3824200.0,16,16,21392,8,0.0526,478025.0,2.91,4.4,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0246,"Kansas City, MO",445 Fixture Sale Ave,2020-06-15,658100.0,4,12,5544,4,0.0616,164525.0,0.32,8.3,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0247,"Columbus, OH",446 Fixture Sale Ave,2021-07-15,513000.0,16,12,4048,4,0.0683,128250.0,4.54,6.9,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0248,"Charlotte, NC",447 Fixture Sale Ave,2022-08-15,1691700.0,4,3.0,6340,2,0.0775,845850.0,0.51,4.6,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0249,"Atlanta, GA",448 Fixture Sale Ave,2023-09-15,345600.0,4,1,2670,1,0.0916,345600.0,2.1,8.6,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0250,"Indianapolis, IN",449 Fixture Sale Ave,2024-10-15,190700.0,3,2,950,1,0.0582,190700.0,5.34,5.7,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0251,"Dallas, TX",450 Fixture Sale Ave,2025-11-15,841000.0,4,12,3688,4,0.0881,210250.0,0.96,6.6,synthetic_fixture,0.76,Synthetic sale comp for v5 UI and validation workflows.
SC-0252,"Jacksonville, FL",451 Fixture Sale Ave,2026-12-15,311800.0,1,1,1348,1,0.0723,311800.0,9.31,6.7,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0253,"San Antonio, TX",452 Fixture Sale Ave,2020-01-15,3013200.0,16,10.0,10968,4,0.0563,753300.0,4.22,8.2,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0254,"Raleigh, NC",453 Fixture Sale Ave,2021-02-15,753500.0,6,6,4324,2,0.0866,376750.0,2.16,8.9,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0255,"Cleveland, OH",454 Fixture Sale Ave,2022-03-15,4143000.0,24,12.0,16440,8,0.0618,517875.0,7.42,4.6,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0256,"Phoenix, AZ",455 Fixture Sale Ave,2023-04-15,500400.0,3,2,2263,1,0.0547,500400.0,8.24,7.0,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0257,"Tampa, FL",456 Fixture Sale Ave,2024-05-15,345700.0,2,1,1487,1,0.0547,345700.0,6.82,9.4,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0258,"Kansas City, MO",457 Fixture Sale Ave,2025-06-15,2739800.0,8,20.0,15912,8,0.0461,342475.0,3.83,4.1,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0259,"Columbus, OH",458 Fixture Sale Ave,2026-07-15,547400.0,12,4,3032,4,0.06,136850.0,9.99,8.1,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0260,"Charlotte, NC",459 Fixture Sale Ave,2020-08-15,4020400.0,8,20.0,21240,8,0.0901,502550.0,5.67,5.3,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0261,"Atlanta, GA",460 Fixture Sale Ave,2021-09-15,596900.0,4,1.5,2556,1,0.0476,596900.0,5.87,4.3,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0262,"Indianapolis, IN",461 Fixture Sale Ave,2022-10-15,966100.0,4,6.0,5564,4,0.0558,241525.0,8.0,9.3,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0263,"Dallas, TX",462 Fixture Sale Ave,2023-11-15,495300.0,1,1.5,2559,1,0.0626,495300.0,1.89,5.5,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
