deal_id,as_of_date,market,property_type,units,purchase_price,rehab_budget,monthly_rent,vacancy_rate,taxes_annual,insurance_annual,repairs_annual,capex_annual,management_rate,loan_amount,interest_rate,actual_year1_noi,actual_year1_occupancy,actual_3yr_appreciation,exit_status,notes
HD-0299,2022-Q3,"Dallas, TX",fourplex,4,689385,10000,3995.43,0.0477,13424.87,3204.23,6397.75,9971.6,0.08,521293.38,0.0661,9722.25,0.9324,0.1556,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0300,2023-Q4,"Jacksonville, FL",small_multifamily,8,1025417,5000,7046.21,0.0401,20077.29,6765.2,14254.46,12958.14,0.08,646041.58,0.0609,21063.58,0.9474,0.1996,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0301,2024-Q1,"San Antonio, TX",single_family,1,616762,5000,1257.93,0.0865,10176.02,4763.95,1653.81,2467.0,0.08,382669.65,0.0597,-6398.47,0.9447,0.1524,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0302,2018-Q2,"Raleigh, NC",duplex,2,619581,40000,1970.35,0.0473,6925.98,5421.43,2744.69,3820.07,0.08,449489.05,0.077,1532.03,0.9378,-0.0314,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0303,2019-Q3,"Cleveland, OH",triplex,3,560509,65000,2687.99,0.0581,8286.39,5105.25,4225.29,5517.21,0.08,482937.35,0.0627,4268.93,0.9549,-0.0731,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0304,2020-Q4,"Phoenix, AZ",fourplex,4,373953,10000,2419.36,0.0404,7637.24,2641.91,3747.64,6140.88,0.08,278730.36,0.0517,4995.81,0.9443,-0.0334,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0305,2021-Q1,"Tampa, FL",small_multifamily,8,689414,65000,6521.18,0.0462,13719.84,2540.98,14631.75,18212.72,0.08,471355.08,0.0647,22907.47,0.9577,0.0822,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0306,2022-Q2,"Kansas City, MO",single_family,1,326678,65000,1029.66,0.0738,6120.59,3006.22,1508.97,1923.66,0.08,263509.35,0.079,-2017.5,0.9215,-0.0119,held,Synthetic fixture for model validation and backtesting examples.
HD-0307,2023-Q3,"Columbus, OH",duplex,2,603551,25000,1686.4,0.035,11829.56,5438.99,2762.88,3301.43,0.08,346905.43,0.0794,-6230.14,0.9863,0.0631,held,Synthetic fixture for model validation and backtesting examples.
HD-0308,2024-Q4,"Charlotte, NC",triplex,3,562151,40000,1912.4,0.0668,8068.31,4015.78,4357.96,3483.69,0.08,433269.99,0.0619,-213.41,0.9432,-0.0011,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0309,2018-Q1,"Atlanta, GA",fourplex,4,831704,90000,3854.42,0.094,10424.78,6416.57,6578.89,5320.46,0.08,546791.81,0.0513,8528.56,0.9154,-0.0469,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0310,2019-Q2,"Indianapolis, IN",small_multifamily,8,715353,65000,5278.08,0.0366,6899.73,4991.24,9282.5,8509.1,0.08,477509.61,0.0726,28617.65,0.9246,-0.0102,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0311,2020-Q3,"Dallas, TX",single_family,1,412738,15000,1156.23,0.0774,5707.41,3314.32,944.43,1028.36,0.08,309096.74,0.0538,716.51,0.9202,0.0377,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0312,2021-Q4,"Jacksonville, FL",duplex,2,421528,90000,1612.65,0.0361,9134.42,3433.53,2877.43,4919.91,0.08,310419.39,0.0818,-2857.33,0.9656,0.1406,held,Synthetic fixture for model validation and backtesting examples.
HD-0313,2022-Q1,"San Antonio, TX",triplex,3,473572,25000,3037.2,0.1146,5238.63,3899.17,5827.84,5337.98,0.08,288220.76,0.0649,8704.76,0.9145,0.0281,held,Synthetic fixture for model validation and backtesting examples.
HD-0314,2023-Q2,"Raleigh, NC",fourplex,4,518367,5000,3068.39,0.0363,10018.52,3784.35,5816.53,5155.77,0.08,404474.78,0.0682,8410.64,0.9534,0.1265,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0315,2024-Q3,"Cleveland, OH",small_multifamily,8,523826,10000,4646.24,0.0876,11053.27,5227.95,14201.48,7965.12,0.08,372745.19,0.0721,9229.76,0.8977,-0.0423,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0316,2018-Q4,"Phoenix, AZ",single_family,1,770472,90000,1378.1,0.1108,14277.97,2803.59,1428.88,2059.04,0.08,522874.53,0.0503,-7564.74,0.905,0.0877,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0317,2019-Q1,"Tampa, FL",duplex,2,418994,40000,1568.16,0.0973,5270.62,3730.63,4360.53,3574.46,0.08,259717.91,0.0541,-1212.03,0.899,-0.001,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0318,2020-Q2,"Kansas City, MO",triplex,3,785535,25000,3353.93,0.0877,10787.73,5916.09,4046.92,3004.04,0.08,626095.76,0.076,8906.01,0.8846,0.125,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0319,2021-Q3,"Columbus, OH",fourplex,4,586882,15000,2997.88,0.0432,10308.92,2221.09,8851.68,4743.29,0.08,335364.42,0.0525,4926.6,0.9694,-0.0705,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0320,2022-Q4,"Charlotte, NC",small_multifamily,8,981363,40000,5792.94,0.0661,16562.85,3886.87,17618.36,9871.85,0.08,677187.43,0.0784,10004.42,0.9228,0.1603,held,Synthetic fixture for model validation and backtesting examples.
HD-0321,2023-Q1,"Atlanta, GA",single_family,1,621158,90000,1279.44,0.105,7736.9,2338.19,998.54,1386.25,0.08,545642.23,0.0807,155.61,0.8858,0.1376,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0322,2024-Q2,"Indianapolis, IN",duplex,2,422500,40000,1864.37,0.1155,6869.64,3011.55,3889.1,4252.11,0.08,315706.96,0.0713,196.29,0.8578,0.0481,held,Synthetic fixture for model validation and backtesting examples.
HD-0323,2018-Q3,"Dallas, TX",triplex,3,444159,40000,2268.15,0.0484,9762.45,2833.55,4179.76,4212.74,0.08,376693.37,0.0597,2708.77,0.9777,0.1493,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0324,2019-Q4,"Jacksonville, FL",fourplex,4,629162,40000,3328.36,0.0669,10162.92,5247.06,5616.05,6495.38,0.08,515763.05,0.049,5632.08,0.9345,0.0053,held,Synthetic fixture for model validation and backtesting examples.
HD-0325,2020-Q1,"San Antonio, TX",small_multifamily,8,746503,5000,5276.28,0.1077,6929.13,6601.03,14924.85,10732.25,0.08,509024.94,0.0674,14750.35,0.8891,-0.0336,held,Synthetic fixture for model validation and backtesting examples.
HD-0326,2021-Q2,"Raleigh, NC",single_family,1,348690,10000,1113.15,0.0562,4299.76,1901.05,1698.68,1810.5,0.08,215217.79,0.0515,1769.35,0.9699,0.0648,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0327,2022-Q3,"Cleveland, OH",duplex,2,824223,90000,2393.38,0.0605,15248.34,5972.19,2019.74,1978.95,0.08,664921.1,0.0605,-439.98,0.9691,0.045,held,Synthetic fixture for model validation and backtesting examples.
HD-0328,2023-Q4,"Phoenix, AZ",triplex,3,492730,65000,2697.81,0.036,9414.32,2949.56,3980.09,2897.67,0.08,376012.55,0.0539,9478.15,0.9779,-0.0138,held,Synthetic fixture for model validation and backtesting examples.
HD-0329,2024-Q1,"Tampa, FL",fourplex,4,701967,25000,3638.16,0.0427,10259.36,6044.91,4428.87,5751.48,0.08,479395.9,0.0736,12173.03,0.9574,-0.0012,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0330,2018-Q2,"Kansas City, MO",small_multifamily,8,566708,90000,6164.91,0.0765,9905.62,2705.83,14099.16,16616.55,0.08,398383.07,0.0514,21472.42,0.8907,0.017,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0331,2019-Q3,"Columbus, OH",single_family,1,618672,25000,1068.91,0.0643,10839.34,5260.52,1136.96,1459.55,0.08,475650.65,0.0755,-7993.83,0.9117,0.0521,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0332,2020-Q4,"Charlotte, NC",duplex,2,611979,10000,2309.7,0.0446,5941.7,5916.68,4394.84,4580.01,0.08,459412.85,0.0495,3774.78,0.9531,-0.0466,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0333,2021-Q1,"Atlanta, GA",triplex,3,602997,10000,2366.3,0.0814,11308.98,4261.5,5316.78,7463.05,0.08,435145.95,0.0711,-4159.49,0.8821,0.1918,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0334,2022-Q2,"Indianapolis, IN",fourplex,4,468593,5000,3613.68,0.0875,4540.72,3634.37,3646.67,6087.33,0.08,290029.01,0.0771,19561.11,0.8959,0.1793,held,Synthetic fixture for model validation and backtesting examples.
HD-0335,2023-Q3,"Dallas, TX",small_multifamily,8,835298,10000,6592.0,0.0953,17332.71,5554.99,13887.59,8326.66,0.08,503578.93,0.0809,21191.29,0.8845,0.1337,held,Synthetic fixture for model validation and backtesting examples.
HD-0336,2024-Q4,"Jacksonville, FL",single_family,1,740132,15000,1233.12,0.0483,9997.81,4283.47,1775.32,1277.93,0.08,585224.42,0.0655,-4870.04,0.9829,0.1077,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0337,2018-Q1,"San Antonio, TX",duplex,2,250897,40000,1465.73,0.0641,3539.41,1101.99,3843.69,3466.3,0.08,205355.49,0.0778,3407.43,0.9081,0.0452,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0338,2019-Q2,"Raleigh, NC",triplex,3,582557,40000,2602.4,0.0526,6292.49,4088.85,6060.44,6840.42,0.08,386651.25,0.0723,3970.81,0.9599,-0.0394,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0339,2020-Q3,"Cleveland, OH",fourplex,4,882282,10000,3569.81,0.1156,9298.4,4909.36,8525.97,8253.31,0.08,647841.39,0.078,3748.09,0.904,0.0434,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0340,2021-Q4,"Phoenix, AZ",small_multifamily,8,717096,10000,5085.88,0.0507,13561.59,5362.36,10188.86,14458.15,0.08,438518.59,0.0567,10386.82,0.92,0.0278,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0341,2022-Q1,"Tampa, FL",single_family,1,819086,25000,1467.59,0.1074,12604.74,3598.93,1170.56,951.57,0.08,612674.7,0.0495,-3543.61,0.9132,0.0439,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0342,2023-Q2,"Kansas City, MO",duplex,2,289348,10000,2113.77,0.1087,4447.06,1623.77,3081.13,2589.71,0.08,192516.49,0.0504,9825.09,0.8828,0.0341,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0343,2024-Q3,"Columbus, OH",triplex,3,854716,40000,3035.58,0.0948,8120.36,3598.83,4618.98,6913.28,0.08,672727.46,0.0571,7180.92,0.9098,0.2151,held,Synthetic fixture for model validation and backtesting examples.
HD-0344,2018-Q4,"Charlotte, NC",fourplex,4,831198,90000,2869.52,0.0598,11781.83,4554.63,8234.68,6552.62,0.08,596168.3,0.0692,-1124.02,0.9373,0.0751,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0345,2019-Q1,"Atlanta, GA",small_multifamily,8,903639,5000,5270.2,0.1012,19149.87,7251.47,8715.43,12493.56,0.08,593980.72,0.0549,4836.87,0.9294,0.1338,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0346,2020-Q2,"Indianapolis, IN",single_family,1,279560,15000,975.36,0.0955,3112.04,2310.9,1027.67,2029.96,0.08,204965.65,0.0518,1353.01,0.9135,0.1381,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0347,2021-Q3,"Dallas, TX",duplex,2,387666,25000,1385.72,0.0495,5178.25,3552.37,4215.48,2318.8,0.08,240691.45,0.0744,-606.9,0.9336,0.0124,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0348,2022-Q4,"Jacksonville, FL",triplex,3,444473,5000,3144.77,0.0353,8422.83,1590.92,4790.04,5093.48,0.08,330683.83,0.0691,13563.46,0.961,-0.0149,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0349,2023-Q1,"San Antonio, TX",fourplex,4,753339,5000,2714.17,0.11,9503.72,5714.93,8192.68,4928.88,0.08,449325.87,0.0508,-1580.99,0.9034,-0.0364,held,Synthetic fixture for model validation and backtesting examples.
HD-0350,2024-Q2,"Raleigh, NC",small_multifamily,8,1062590,15000,5105.73,0.0443,23290.44,4833.38,10385.06,15659.84,0.08,766128.52,0.0679,-305.21,0.9445,0.2099,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0351,2018-Q3,"Cleveland, OH",single_family,1,222581,5000,858.75,0.1113,4376.71,1876.33,2080.63,1003.88,0.08,149813.81,0.053,-1030.16,0.8907,0.0188,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0352,2019-Q4,"Phoenix, AZ",duplex,2,439205,40000,1728.2,0.1182,6972.95,1787.5,3827.41,3735.29,0.08,350434.24,0.0723,487.84,0.8838,0.1743,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0353,2020-Q1,"Tampa, FL",triplex,3,626042,10000,2685.2,0.097,9685.27,5479.04,6411.39,3817.06,0.08,392318.5,0.0554,1187.15,0.922,0.0595,held,Synthetic fixture for model validation and backtesting examples.
HD-0354,2021-Q2,"Kansas City, MO",fourplex,4,507402,90000,3141.52,0.0389,6872.99,4434.33,4789.09,7699.96,0.08,423381.14,0.0574,8053.13,0.947,0.0101,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0355,2022-Q3,"Columbus, OH",small_multifamily,8,436429,5000,5521.54,0.0966,7422.75,1610.1,9167.05,11430.59,0.08,277096.23,0.0712,29249.99,0.9019,0.1592,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0356,2023-Q4,"Charlotte, NC",single_family,1,667992,90000,1232.94,0.1016,9606.65,5562.24,2069.15,1378.95,0.08,543284.52,0.0594,-6470.81,0.9224,-0.0175,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0357,2024-Q1,"Atlanta, GA",duplex,2,590771,5000,1903.13,0.0376,12871.15,4473.51,4158.74,3627.14,0.08,381055.28,0.0686,-5554.44,0.9792,0.1455,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0358,2018-Q2,"Indianapolis, IN",triplex,3,539685,25000,2894.6,0.0666,10676.56,2950.5,4905.42,3540.06,0.08,359178.97,0.0502,6923.81,0.8954,-0.0522,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0359,2019-Q3,"Dallas, TX",fourplex,4,796109,40000,3080.14,0.0761,16209.12,4392.4,5433.09,8524.68,0.08,478754.22,0.0814,-3160.57,0.9419,0.2178,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0360,2020-Q4,"Jacksonville, FL",small_multifamily,8,911682,25000,6582.86,0.0353,19255.08,7262.31,13856.02,8314.57,0.08,615757.38,0.0505,21580.06,0.9265,0.1177,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0361,2021-Q1,"San Antonio, TX",single_family,1,512305,65000,1193.81,0.0514,6453.22,2855.83,1517.56,1088.24,0.08,337344.58,0.058,484.88,0.9168,0.1069,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0362,2022-Q2,"Raleigh, NC",duplex,2,788882,15000,1929.83,0.1152,15345.36,5704.83,2279.57,2796.41,0.08,607104.48,0.0668,-6098.54,0.8533,-0.0713,held,Synthetic fixture for model validation and backtesting examples.
HD-0363,2023-Q3,"Cleveland, OH",triplex,3,311413,5000,1973.91,0.0857,5202.41,2782.52,5637.34,5658.31,0.08,196765.02,0.076,693.16,0.8806,0.1213,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0364,2024-Q4,"Phoenix, AZ",fourplex,4,778316,40000,3814.42,0.1132,11742.91,5028.93,7433.08,8145.38,0.08,537667.33,0.0566,4497.34,0.8674,0.1783,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0365,2018-Q1,"Tampa, FL",small_multifamily,8,811104,25000,7495.14,0.0631,16376.43,4551.06,12660.08,8036.67,0.08,481565.82,0.0648,40369.6,0.9453,0.0047,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0366,2019-Q2,"Kansas City, MO",single_family,1,318582,40000,1031.99,0.1027,4216.85,2459.91,2009.4,1752.39,0.08,230276.98,0.0626,-224.83,0.888,0.0844,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0367,2020-Q3,"Columbus, OH",duplex,2,577264,10000,2083.59,0.1017,8462.46,4974.64,3324.68,2555.69,0.08,412494.71,0.0516,1554.75,0.8674,0.0923,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0368,2021-Q4,"Charlotte, NC",triplex,3,880030,25000,2297.57,0.0728,11444.32,5401.32,5212.69,5990.44,0.08,621912.4,0.0761,-4248.71,0.8944,0.1135,held,Synthetic fixture for model validation and backtesting examples.
HD-0369,2022-Q1,"Atlanta, GA",fourplex,4,435664,40000,3501.5,0.035,4751.97,1947.38,6575.03,6095.89,0.08,324842.47,0.0555,19105.18,0.9885,0.015,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0370,2023-Q2,"Indianapolis, IN",small_multifamily,8,749343,25000,7679.25,0.1192,12420.7,5601.11,12916.75,18049.75,0.08,577718.88,0.0511,29393.54,0.8971,0.2104,held,Synthetic fixture for model validation and backtesting examples.
HD-0371,2024-Q3,"Dallas, TX",single_family,1,561695,5000,1456.12,0.055,10182.9,3405.41,1345.38,1512.46,0.08,361415.38,0.067,-1328.14,0.9494,0.0625,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0372,2018-Q4,"Jacksonville, FL",duplex,2,597789,90000,1724.98,0.1092,6355.78,2137.35,3615.49,2260.79,0.08,518265.79,0.0707,3038.47,0.9022,-0.0393,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0373,2019-Q1,"San Antonio, TX",triplex,3,691056,90000,3033.66,0.0864,10043.91,3226.32,4839.54,5349.84,0.08,510428.32,0.0607,6330.87,0.9135,0.1014,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0374,2020-Q2,"Raleigh, NC",fourplex,4,538250,65000,3128.85,0.0814,7412.03,5306.35,6781.64,8111.25,0.08,347488.77,0.0649,4401.98,0.9573,-0.0374,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0375,2021-Q3,"Cleveland, OH",small_multifamily,8,722993,25000,6314.51,0.0869,8811.84,5494.25,14633.85,15759.58,0.08,529083.14,0.0668,19498.04,0.9159,0.1039,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0376,2022-Q4,"Phoenix, AZ",single_family,1,196307,25000,1028.93,0.0838,2612.78,1137.39,2268.86,1371.39,0.08,130245.12,0.0719,3123.1,0.897,0.0112,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0377,2023-Q1,"Tampa, FL",duplex,2,716144,40000,1529.68,0.1192,13976.01,5412.66,2603.08,2064.03,0.08,503809.0,0.0771,-8446.87,0.8628,-0.0402,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0378,2024-Q2,"Kansas City, MO",triplex,3,524437,5000,2757.33,0.1124,9757.98,4082.49,4253.02,3541.92,0.08,386479.15,0.0568,4765.29,0.875,0.0782,held,Synthetic fixture for model validation and backtesting examples.
HD-0379,2018-Q3,"Columbus, OH",fourplex,4,378501,10000,3667.04,0.1062,7110.48,2340.71,5745.74,7828.27,0.08,278547.37,0.0545,13527.88,0.9052,0.1725,held,Synthetic fixture for model validation and backtesting examples.
HD-0380,2019-Q4,"Charlotte, NC",small_multifamily,8,551628,5000,5651.7,0.0606,10315.42,4628.59,13164.23,12061.45,0.08,396480.44,0.0647,16087.81,0.9225,0.1811,held,Synthetic fixture for model validation and backtesting examples.
HD-0381,2020-Q1,"Atlanta, GA",single_family,1,655622,25000,1526.64,0.093,6250.19,6205.55,1792.39,2429.89,0.08,441935.18,0.0793,-1570.84,0.9312,0.0205,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0382,2021-Q2,"Indianapolis, IN",duplex,2,487747,65000,1819.62,0.0924,5922.89,3837.24,3957.39,3463.85,0.08,390170.39,0.0818,980.39,0.9341,-0.0768,held,Synthetic fixture for model validation and backtesting examples.
HD-0383,2022-Q3,"Dallas, TX",triplex,3,267542,25000,1796.0,0.0729,3171.02,1429.06,3510.93,2813.76,0.08,167084.34,0.08,7878.07,0.9381,0.1706,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0384,2023-Q4,"Jacksonville, FL",fourplex,4,415805,5000,2658.14,0.0908,8606.61,2985.25,9016.13,9334.41,0.08,298771.69,0.0574,-3222.34,0.943,0.2009,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0385,2024-Q1,"San Antonio, TX",small_multifamily,8,719809,90000,7490.03,0.1004,9504.54,3277.13,8028.77,17146.96,0.08,516693.59,0.06,30660.65,0.8738,0.2067,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0386,2018-Q2,"Raleigh, NC",single_family,1,257769,25000,877.9,0.0684,4482.93,1083.87,1656.89,1590.01,0.08,195453.4,0.0525,210.85,0.8974,-0.0023,held,Synthetic fixture for model validation and backtesting examples.
HD-0387,2019-Q3,"Cleveland, OH",duplex,2,819098,65000,1954.25,0.1112,8956.92,6276.08,4412.1,3926.74,0.08,540431.77,0.0721,-5036.39,0.9054,0.0924,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0388,2020-Q4,"Phoenix, AZ",triplex,3,769514,25000,3157.48,0.1014,14782.33,5394.94,2713.89,7279.95,0.08,586458.3,0.0649,1180.72,0.8853,0.2005,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0389,2021-Q1,"Tampa, FL",fourplex,4,607538,25000,3969.18,0.09,8353.42,5496.23,5504.35,8983.56,0.08,458529.46,0.0586,10305.22,0.9229,0.0863,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0390,2022-Q2,"Kansas City, MO",small_multifamily,8,743388,65000,4944.47,0.0936,11392.08,6879.23,12105.42,9625.15,0.08,451250.76,0.0498,11169.03,0.8714,-0.0085,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0391,2023-Q3,"Columbus, OH",single_family,1,751809,65000,1287.09,0.1059,11157.59,7497.73,951.86,989.69,0.08,597241.81,0.0504,-6807.38,0.8908,0.1621,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0392,2024-Q4,"Charlotte, NC",duplex,2,782625,10000,1981.23,0.0411,14526.28,5226.23,1853.38,4702.97,0.08,548675.3,0.057,-5620.81,0.9913,-0.0757,held,Synthetic fixture for model validation and backtesting examples.
HD-0393,2018-Q1,"Atlanta, GA",triplex,3,357018,25000,2837.98,0.0404,7007.23,1514.53,5198.91,5655.02,0.08,215655.02,0.0557,10063.87,0.9455,0.1708,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0394,2019-Q2,"Indianapolis, IN",fourplex,4,893945,40000,3931.36,0.1024,16926.82,6575.01,5478.82,4372.77,0.08,544008.45,0.0627,6000.45,0.8771,0.086,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0395,2020-Q3,"Dallas, TX",small_multifamily,8,1040256,5000,7219.11,0.0887,14448.85,4707.57,17051.82,8233.25,0.08,576627.51,0.0796,30286.14,0.9046,0.0981,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0396,2021-Q4,"Jacksonville, FL",single_family,1,684135,65000,1006.95,0.058,10163.13,3458.4,1144.37,2006.68,0.08,514762.54,0.0727,-6554.78,0.9298,-0.0536,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0397,2022-Q1,"San Antonio, TX",duplex,2,224792,40000,1256.03,0.0801,2302.74,1315.56,3931.16,3527.11,0.08,158989.99,0.0744,1775.61,0.8889,0.0029,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0398,2023-Q2,"Raleigh, NC",triplex,3,411465,65000,3036.33,0.0773,4557.75,3907.84,2926.92,4448.13,0.08,285024.05,0.0573,15723.84,0.8862,0.187,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0399,2024-Q3,"Cleveland, OH",fourplex,4,345004,40000,3493.44,0.0762,3625.59,3214.75,7639.86,7393.32,0.08,240617.35,0.0556,14630.96,0.9099,0.0177,held,Synthetic fixture for model validation and backtesting examples.
HD-0400,2018-Q4,"Phoenix, AZ",small_multifamily,8,532827,10000,7323.76,0.0669,6323.92,3496.11,12625.37,18598.26,0.08,316650.8,0.0796,33844.08,0.9297,0.0362,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0401,2019-Q1,"Tampa, FL",single_family,1,388586,65000,915.84,0.0636,3659.4,2796.39,1292.85,1077.77,0.08,298039.06,0.0628,701.53,0.9447,-0.014,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0402,2020-Q2,"Kansas City, MO",duplex,2,861233,10000,2235.03,0.0545,12360.46,5935.18,4214.16,2492.62,0.08,574057.57,0.0643,-1380.15,0.9253,0.0484,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0403,2021-Q3,"Columbus, OH",triplex,3,710342,40000,3119.5,0.1154,14831.1,6633.63,4454.64,2912.28,0.08,583760.75,0.0732,1635.82,0.8829,0.0477,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0404,2022-Q4,"Charlotte, NC",fourplex,4,392759,25000,2475.53,0.099,7074.01,2412.73,4820.84,5893.8,0.08,252737.66,0.082,3652.07,0.9173,0.1207,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0405,2023-Q1,"Atlanta, GA",small_multifamily,8,1028087,65000,8074.3,0.0744,11105.51,8297.05,9271.39,18355.86,0.08,758784.4,0.0722,29109.73,0.9571,0.1082,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0406,2024-Q2,"Indianapolis, IN",single_family,1,534077,40000,992.1,0.0579,11375.43,3752.33,2012.27,2160.31,0.08,326432.0,0.0781,-9744.04,0.9731,-0.0636,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0407,2018-Q3,"Dallas, TX",duplex,2,336356,25000,1763.25,0.0661,3793.58,2398.94,1987.62,4069.88,0.08,215759.85,0.0814,5371.62,0.9529,-0.0459,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0408,2019-Q4,"Jacksonville, FL",triplex,3,863299,90000,2738.34,0.0983,10299.75,5000.77,3822.9,5965.09,0.08,585081.0,0.0511,2050.06,0.9281,0.0659,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0409,2020-Q1,"San Antonio, TX",fourplex,4,783002,65000,4020.31,0.1115,11647.72,4614.19,7370.52,8036.63,0.08,657167.14,0.0781,6895.0,0.8549,0.1852,held,Synthetic fixture for model validation and backtesting examples.
HD-0410,2021-Q2,"Raleigh, NC",small_multifamily,8,617497,15000,4951.61,0.049,6456.75,2755.09,8885.58,9814.48,0.08,486380.13,0.0497,23351.87,0.9489,0.1247,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0411,2022-Q3,"Cleveland, OH",single_family,1,625538,25000,1142.68,0.0511,5809.04,5450.27,2068.93,1731.39,0.08,408051.13,0.0681,-3262.3,0.9564,0.156,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0412,2023-Q4,"Phoenix, AZ",duplex,2,775919,90000,2067.27,0.0832,16044.19,4261.52,4009.95,2525.7,0.08,550324.02,0.0585,-6653.6,0.9133,-0.0355,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
