comp_id,market,address,bedrooms,bathrooms,square_feet,unit_count,monthly_rent,concession_pct,days_on_market,distance_miles,condition_score,source,confidence,notes
RC-0150,"Kansas City, MO",249 Fixture Rent St,1,2.5,743,1,1154.04,0.0786,51,5.55,4.9,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0151,"Columbus, OH",250 Fixture Rent St,12,1.5,4768,4,5922.07,0.064,18,3.3,5.2,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0152,"Charlotte, NC",251 Fixture Rent St,4,2,1272,1,2384.26,0.0742,54,1.45,8.2,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0153,"Atlanta, GA",252 Fixture Rent St,4,3,8848,4,19426.0,0.0155,37,4.02,8.3,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0154,"Indianapolis, IN",253 Fixture Rent St,2,1.5,695,1,1017.7,0.053,48,3.99,8.1,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0155,"Dallas, TX",254 Fixture Rent St,4,1.5,1702,2,3223.85,0.0024,62,7.31,5.8,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0156,"Jacksonville, FL",255 Fixture Rent St,4,3,2354,2,3189.45,0.037,18,1.24,6.1,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0157,"San Antonio, TX",256 Fixture Rent St,1,1.5,833,1,1205.7,0.0731,69,3.26,8.3,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0158,"Raleigh, NC",257 Fixture Rent St,8,2,3068,4,3860.17,0.001,48,6.79,8.7,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0159,"Cleveland, OH",258 Fixture Rent St,2,2,4094,2,4503.36,0.0696,67,7.78,7.2,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0160,"Phoenix, AZ",259 Fixture Rent St,2,2.5,3426,2,4436.96,0.0263,48,3.51,5.1,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0161,"Tampa, FL",260 Fixture Rent St,8,2.5,5466,2,11818.01,0.0278,33,0.69,6.3,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0162,"Kansas City, MO",261 Fixture Rent St,4,3,2348,2,4959.11,0.0018,14,7.94,8.3,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0163,"Columbus, OH",262 Fixture Rent St,12,2.5,8860,4,9399.98,0.0665,38,5.36,6.6,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0164,"Charlotte, NC",263 Fixture Rent St,4,1.5,2852,4,3728.09,0.0263,35,6.87,6.9,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0165,"Atlanta, GA",264 Fixture Rent St,3,2,1657,1,2853.59,0.0059,18,2.15,8.3,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0166,"Indianapolis, IN",265 Fixture Rent St,2,3,1605,1,2277.74,0.0191,48,7.07,9.0,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0167,"Dallas, TX",266 Fixture Rent St,3,1.5,880,1,1790.0,0.0101,53,4.0,8.3,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0168,"Jacksonville, FL",267 Fixture Rent St,16,2,11068,4,16987.33,0.0304,22,4.78,5.3,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0169,"San Antonio, TX",268 Fixture Rent St,8,3,5640,4,11828.01,0.0725,71,7.22,8.1,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0170,"Raleigh, NC",269 Fixture Rent St,2,1,1281,1,1722.39,0.0349,68,4.16,6.5,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0171,"Cleveland, OH",270 Fixture Rent St,8,3,5272,2,11271.42,0.0015,54,2.3,8.3,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0172,"Phoenix, AZ",271 Fixture Rent St,4,2,1799,1,3129.25,0.0117,32,2.92,5.4,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0173,"Tampa, FL",272 Fixture Rent St,3,3,2061,1,3854.93,0.0503,67,5.63,6.8,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0174,"Kansas City, MO",273 Fixture Rent St,2,2,3564,2,4114.22,0.0777,52,5.5,9.1,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0175,"Columbus, OH",274 Fixture Rent St,2,3,3946,2,7744.95,0.0495,57,2.13,5.6,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0176,"Charlotte, NC",275 Fixture Rent St,3,2.5,1953,1,2219.25,0.0249,17,4.93,6.6,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0177,"Atlanta, GA",276 Fixture Rent St,1,3,682,1,1463.72,0.0764,47,5.92,8.3,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0178,"Indianapolis, IN",277 Fixture Rent St,1,1,2272,1,4523.87,0.0607,44,4.65,7.6,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0179,"Dallas, TX",278 Fixture Rent St,3,3,1242,1,1492.27,0.0634,30,2.51,7.6,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0180,"Jacksonville, FL",279 Fixture Rent St,6,2.5,4660,2,7987.04,0.0524,9,7.64,8.3,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0181,"San Antonio, TX",280 Fixture Rent St,2,1.5,1774,1,1879.96,0.0728,73,0.14,8.4,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0182,"Raleigh, NC",281 Fixture Rent St,3,3,2446,1,4763.1,0.0319,65,0.92,6.1,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0183,"Cleveland, OH",282 Fixture Rent St,4,2.5,1428,2,2090.68,0.0033,58,3.93,5.8,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0184,"Phoenix, AZ",283 Fixture Rent St,2,2,2428,2,3993.88,0.06,53,7.41,8.5,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0185,"Tampa, FL",284 Fixture Rent St,8,3,3628,4,4275.61,0.0657,47,3.33,8.0,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0186,"Kansas City, MO",285 Fixture Rent St,1,1.5,2703,1,4020.22,0.0785,48,7.76,7.9,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0187,"Columbus, OH",286 Fixture Rent St,4,2.5,1657,1,3451.65,0.0272,43,4.44,4.9,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0188,"Charlotte, NC",287 Fixture Rent St,3,2.5,2357,1,3209.73,0.0382,68,2.21,8.0,synthetic_fixture,0.55,Synthetic rent comp for v5 UI and validation workflows.
RC-0189,"Atlanta, GA",288 Fixture Rent St,12,1,2964,4,6068.57,0.0533,75,5.61,8.9,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0190,"Indianapolis, IN",289 Fixture Rent St,3,1,2518,1,4104.16,0.0123,38,2.46,8.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0191,"Dallas, TX",290 Fixture Rent St,1,2.5,2038,1,2643.71,0.0734,72,1.5,8.1,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0192,"Jacksonville, FL",291 Fixture Rent St,16,2,8108,4,14963.77,0.0352,58,2.87,8.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0193,"San Antonio, TX",292 Fixture Rent St,3,2,2621,1,2811.0,0.058,36,5.22,7.8,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0194,"Raleigh, NC",293 Fixture Rent St,4,3,1561,1,3482.26,0.0377,66,0.9,8.5,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0195,"Cleveland, OH",294 Fixture Rent St,3,3,1226,1,2355.28,0.0687,9,3.95,8.9,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0196,"Phoenix, AZ",295 Fixture Rent St,3,3,1111,1,1627.54,0.0371,18,7.95,7.6,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0197,"Tampa, FL",296 Fixture Rent St,2,2,1683,1,2700.9,0.0492,36,2.0,4.8,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0198,"Kansas City, MO",297 Fixture Rent St,3,2,2631,1,3184.01,0.0375,67,2.76,5.7,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0199,"Columbus, OH",298 Fixture Rent St,4,3,2648,1,3762.34,0.0263,50,3.79,7.4,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0200,"Charlotte, NC",299 Fixture Rent St,3,2,1242,1,2103.56,0.0442,77,6.31,8.4,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0201,"Atlanta, GA",300 Fixture Rent St,12,3,7536,4,15444.56,0.0078,55,3.28,5.2,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0202,"Indianapolis, IN",301 Fixture Rent St,4,1.5,6900,4,12445.42,0.0328,33,1.79,8.0,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0203,"Dallas, TX",302 Fixture Rent St,1,2.5,2468,1,2596.97,0.0081,54,6.47,9.2,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0204,"Jacksonville, FL",303 Fixture Rent St,4,3,1692,1,3257.84,0.0391,34,7.8,5.1,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0205,"San Antonio, TX",304 Fixture Rent St,2,2.5,2042,1,4581.5,0.0751,50,5.74,6.4,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0206,"Raleigh, NC",305 Fixture Rent St,4,1,1432,1,2549.22,0.0015,61,2.85,7.7,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0207,"Cleveland, OH",306 Fixture Rent St,1,2.5,1079,1,1700.5,0.0368,37,4.64,6.8,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0208,"Phoenix, AZ",307 Fixture Rent St,12,2,5516,4,12041.38,0.0544,53,7.24,5.2,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0209,"Tampa, FL",308 Fixture Rent St,4,2.5,1618,1,2989.25,0.0321,34,2.89,5.4,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0210,"Kansas City, MO",309 Fixture Rent St,3,3,2157,1,4540.55,0.0475,8,3.96,6.6,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0211,"Columbus, OH",310 Fixture Rent St,4,1.5,6112,4,8398.55,0.0184,47,6.58,8.0,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0212,"Charlotte, NC",311 Fixture Rent St,4,2,1764,1,2253.46,0.0132,42,7.81,5.6,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0213,"Atlanta, GA",312 Fixture Rent St,4,2.5,1934,1,3144.18,0.0615,11,7.61,5.8,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0214,"Indianapolis, IN",313 Fixture Rent St,4,1.5,695,1,1283.69,0.0644,58,6.76,7.1,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0215,"Dallas, TX",314 Fixture Rent St,3,1.5,2753,1,3465.83,0.0759,56,1.97,7.9,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0216,"Jacksonville, FL",315 Fixture Rent St,4,2.5,929,1,1133.18,0.0751,16,0.8,5.1,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0217,"San Antonio, TX",316 Fixture Rent St,2,2,1330,1,1517.09,0.0693,51,0.75,5.0,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0218,"Raleigh, NC",317 Fixture Rent St,12,2.5,5004,4,10315.66,0.0781,43,3.67,5.7,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0219,"Cleveland, OH",318 Fixture Rent St,4,2,4348,2,8218.07,0.0549,43,2.31,8.8,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0220,"Phoenix, AZ",319 Fixture Rent St,4,2.5,2053,1,2365.86,0.015,5,5.53,5.2,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0221,"Tampa, FL",320 Fixture Rent St,8,2.5,4240,4,7962.81,0.067,57,4.15,8.2,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0222,"Kansas City, MO",321 Fixture Rent St,3,2.5,2684,1,5842.85,0.0537,24,0.32,4.9,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0223,"Columbus, OH",322 Fixture Rent St,3,1,1462,1,1961.3,0.072,17,1.56,5.3,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0224,"Charlotte, NC",323 Fixture Rent St,8,2.5,1392,2,1788.32,0.0736,62,7.27,4.7,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0225,"Atlanta, GA",324 Fixture Rent St,4,2.5,5258,2,8268.67,0.0302,80,3.05,6.8,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0226,"Indianapolis, IN",325 Fixture Rent St,1,2.5,2354,1,2995.82,0.0118,39,4.41,8.5,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0227,"Dallas, TX",326 Fixture Rent St,4,3,1877,1,2202.8,0.0178,31,7.1,7.7,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0228,"Jacksonville, FL",327 Fixture Rent St,3,3,1995,1,4000.0,0.0344,41,0.96,7.4,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0229,"San Antonio, TX",328 Fixture Rent St,1,2.5,1594,1,2839.03,0.0628,35,6.39,7.2,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0230,"Raleigh, NC",329 Fixture Rent St,4,2,1426,2,1889.97,0.0651,17,5.67,7.3,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0231,"Cleveland, OH",330 Fixture Rent St,3,3,933,1,1805.24,0.0459,27,3.24,7.1,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0232,"Phoenix, AZ",331 Fixture Rent St,4,1,1388,2,2227.53,0.0769,34,0.63,5.7,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0233,"Tampa, FL",332 Fixture Rent St,4,1,2046,1,4487.12,0.0112,17,3.45,8.0,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0234,"Kansas City, MO",333 Fixture Rent St,12,3,10956,4,17492.29,0.0008,80,1.93,8.1,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0235,"Columbus, OH",334 Fixture Rent St,2,3,2712,1,5540.8,0.0511,3,3.33,6.6,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0236,"Charlotte, NC",335 Fixture Rent St,3,2,995,1,1617.89,0.0302,30,6.19,7.8,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0237,"Atlanta, GA",336 Fixture Rent St,1,1.5,983,1,1391.05,0.0729,34,1.6,7.2,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0238,"Indianapolis, IN",337 Fixture Rent St,4,1.5,10500,4,18159.89,0.0271,80,3.68,6.8,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0239,"Dallas, TX",338 Fixture Rent St,6,2.5,1518,2,1944.09,0.04,10,7.16,5.9,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0240,"Jacksonville, FL",339 Fixture Rent St,8,2,1338,2,1934.68,0.0433,32,6.11,7.5,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0241,"San Antonio, TX",340 Fixture Rent St,3,1,1629,1,2586.63,0.0605,61,6.14,6.4,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0242,"Raleigh, NC",341 Fixture Rent St,6,1.5,1796,2,1906.04,0.0248,78,6.41,6.6,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0243,"Cleveland, OH",342 Fixture Rent St,4,1.5,977,1,1775.08,0.0036,31,1.5,7.2,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0244,"Phoenix, AZ",343 Fixture Rent St,8,2,4030,2,8643.91,0.0796,46,1.02,4.5,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0245,"Tampa, FL",344 Fixture Rent St,16,1.5,3304,4,5795.14,0.0675,72,0.83,6.1,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0246,"Kansas City, MO",345 Fixture Rent St,1,2.5,1835,1,2283.91,0.0475,77,7.14,6.2,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0247,"Columbus, OH",346 Fixture Rent St,1,1,2605,1,4028.03,0.0086,64,7.63,7.2,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0248,"Charlotte, NC",347 Fixture Rent St,6,2.5,4264,2,5960.71,0.0273,22,4.14,8.2,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0249,"Atlanta, GA",348 Fixture Rent St,6,2,3020,2,4243.86,0.0755,6,6.09,7.2,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0250,"Indianapolis, IN",349 Fixture Rent St,3,2.5,2207,1,3716.83,0.0009,58,3.09,7.3,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0251,"Dallas, TX",350 Fixture Rent St,4,2.5,1854,2,2432.78,0.0625,63,0.37,8.1,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0252,"Jacksonville, FL",351 Fixture Rent St,6,2.5,5036,2,7940.96,0.0033,29,4.6,8.7,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0253,"San Antonio, TX",352 Fixture Rent St,4,2.5,3124,2,5143.36,0.0056,13,0.54,6.6,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0254,"Raleigh, NC",353 Fixture Rent St,4,1.5,1154,1,1391.75,0.015,7,3.31,9.0,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0255,"Cleveland, OH",354 Fixture Rent St,2,1.5,1827,1,2360.59,0.0548,33,0.51,5.2,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0256,"Phoenix, AZ",355 Fixture Rent St,1,2.5,1683,1,2332.48,0.0652,6,6.69,9.0,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0257,"Tampa, FL",356 Fixture Rent St,1,2.5,1578,1,2944.64,0.049,19,1.61,6.6,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0258,"Kansas City, MO",357 Fixture Rent St,1,1.5,1225,1,2166.46,0.0405,34,3.91,8.4,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0259,"Columbus, OH",358 Fixture Rent St,6,2,3470,2,4700.36,0.0425,46,2.04,5.0,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0260,"Charlotte, NC",359 Fixture Rent St,12,2,2760,4,3745.62,0.077,21,4.28,4.5,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0261,"Atlanta, GA",360 Fixture Rent St,6,1.5,4660,2,9143.66,0.0292,6,3.89,8.5,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0262,"Indianapolis, IN",361 Fixture Rent St,4,1.5,9916,4,16889.21,0.0034,78,7.61,5.3,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0263,"Dallas, TX",362 Fixture Rent St,1,3,2618,1,2856.29,0.0775,44,4.53,9.0,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0264,"Jacksonville, FL",363 Fixture Rent St,16,3,4756,4,8075.38,0.042,64,1.36,8.7,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0265,"San Antonio, TX",364 Fixture Rent St,3,3,1680,1,3379.7,0.029,55,1.47,8.3,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0266,"Raleigh, NC",365 Fixture Rent St,4,2.5,9024,4,12828.98,0.0007,27,6.11,7.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0267,"Cleveland, OH",366 Fixture Rent St,2,1,1336,2,1433.88,0.0143,65,2.57,7.7,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0268,"Phoenix, AZ",367 Fixture Rent St,1,1,1252,1,2337.89,0.0579,65,2.95,6.2,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0269,"Tampa, FL",368 Fixture Rent St,4,1,3556,2,5994.68,0.0044,37,3.31,5.1,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0270,"Kansas City, MO",369 Fixture Rent St,4,3,1050,1,1550.44,0.0358,38,1.45,4.7,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0271,"Columbus, OH",370 Fixture Rent St,6,2,1752,2,2851.45,0.0588,27,1.69,7.2,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0272,"Charlotte, NC",371 Fixture Rent St,4,2.5,2460,2,5245.96,0.0428,4,3.47,8.2,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0273,"Atlanta, GA",372 Fixture Rent St,2,1.5,2474,1,5500.66,0.0108,65,0.7,8.0,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0274,"Indianapolis, IN",373 Fixture Rent St,16,1,4232,4,7597.09,0.0077,8,5.81,7.2,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0275,"Dallas, TX",374 Fixture Rent St,4,2,2382,2,2580.3,0.0059,19,0.47,8.5,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0276,"Jacksonville, FL",375 Fixture Rent St,2,3,1167,1,1559.03,0.036,3,6.67,7.2,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0277,"San Antonio, TX",376 Fixture Rent St,2,2,4088,2,6772.28,0.0428,50,7.32,8.3,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0278,"Raleigh, NC",377 Fixture Rent St,2,1,2467,1,2836.9,0.0723,62,2.74,8.9,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0279,"Cleveland, OH",378 Fixture Rent St,3,3,1918,1,4119.27,0.0649,33,4.7,5.2,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0280,"Phoenix, AZ",379 Fixture Rent St,8,1,3904,4,6521.86,0.0142,76,7.62,9.0,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0281,"Tampa, FL",380 Fixture Rent St,8,2.5,3230,2,6336.19,0.0384,36,2.45,7.5,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0282,"Kansas City, MO",381 Fixture Rent St,4,3,1896,1,3407.42,0.0396,80,7.8,6.3,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0283,"Columbus, OH",382 Fixture Rent St,3,1.5,2313,1,4517.8,0.0715,8,6.7,7.4,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0284,"Charlotte, NC",383 Fixture Rent St,1,2,1756,1,3799.48,0.01,63,4.69,6.5,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0285,"Atlanta, GA",384 Fixture Rent St,1,3,854,1,1478.4,0.0053,48,3.92,6.7,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0286,"Indianapolis, IN",385 Fixture Rent St,2,1.5,2310,1,3484.25,0.0293,79,1.31,4.7,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0287,"Dallas, TX",386 Fixture Rent St,4,2,6380,4,7105.16,0.0738,10,7.31,7.7,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0288,"Jacksonville, FL",387 Fixture Rent St,1,2.5,1095,1,2390.46,0.0147,26,3.23,8.8,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0289,"San Antonio, TX",388 Fixture Rent St,1,1,2374,1,4121.01,0.0507,69,2.2,8.8,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0290,"Raleigh, NC",389 Fixture Rent St,3,2.5,2001,1,3567.75,0.0641,23,1.35,7.0,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0291,"Cleveland, OH",390 Fixture Rent St,4,2.5,2359,1,4414.33,0.0638,13,7.87,5.7,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0292,"Phoenix, AZ",391 Fixture Rent St,2,2,1330,1,2084.82,0.0372,33,3.28,4.5,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0293,"Tampa, FL",392 Fixture Rent St,1,2.5,715,1,1243.8,0.024,61,3.31,8.6,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0294,"Kansas City, MO",393 Fixture Rent St,4,1.5,1246,1,1983.55,0.0674,44,2.61,7.6,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0295,"Columbus, OH",394 Fixture Rent St,1,2.5,1371,1,2494.61,0.0495,79,1.23,7.8,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0296,"Charlotte, NC",395 Fixture Rent St,6,3,4928,2,10794.48,0.018,28,2.52,5.6,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0297,"Atlanta, GA",396 Fixture Rent St,8,3,2912,4,4026.17,0.0692,47,1.48,6.7,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0298,"Indianapolis, IN",397 Fixture Rent St,1,1.5,2520,1,3245.14,0.0197,64,1.94,6.1,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0299,"Dallas, TX",398 Fixture Rent St,2,2.5,856,1,1084.51,0.0248,25,1.3,8.1,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
